id_persona,activ_econo,meses_alta
249427,Grupo_15,15
121657,Grupo_15,19
152087,Grupo_15,154
34831,Grupo_15,80
117029,Grupo_07,184
37859,Grupo_15,19
156563,Grupo_15,145
165215,Grupo_15,120
237945,Grupo_11,43
90931,Grupo_11,229
84810,Grupo_15,229
131827,Grupo_15,153
23974,Grupo_15,48
252091,Grupo_15,58
132287,Grupo_11,161
14574,Grupo_07,221
56731,Grupo_07,35
248932,Grupo_15,27
69715,Grupo_07,53
238759,Grupo_11,80
14362,Grupo_11,23
238276,Grupo_11,56
79633,Grupo_11,276
4145,Grupo_04,129
77589,Grupo_15,204
86459,Grupo_11,264
123529,Grupo_11,199
104889,Grupo_15,241
93820,Grupo_15,132
136738,Grupo_15,119
32344,Grupo_11,216
151942,Grupo_15,133
122827,Grupo_07,108
198772,Grupo_15,29
201261,Grupo_11,113
43127,Grupo_04,253
27061,Grupo_11,264
152414,Grupo_11,96
16263,Grupo_11,304
13766,Grupo_15,311
146440,Grupo_11,124
165246,Grupo_15,137
506,Grupo_07,23
66989,Grupo_15,281
138270,Grupo_11,133
150101,Grupo_15,103
40161,Grupo_15,185
244896,Grupo_11,56
38040,Grupo_07,51
190763,Grupo_15,38
45619,Grupo_11,271
215457,Grupo_15,82
173783,Grupo_15,104
244833,Grupo_11,57
49045,Grupo_04,276
87515,Grupo_15,23
129531,Grupo_15,78
125446,Grupo_11,115
112750,Grupo_15,35
107503,Grupo_15,161
123576,Grupo_13,195
100629,Grupo_11,264
157416,Grupo_15,70
157644,Grupo_15,54
146544,Grupo_07,41
15361,Grupo_11,193
78575,Grupo_13,160
81876,Grupo_15,287
225412,Grupo_07,70
139591,Grupo_15,70
52040,Grupo_11,214
34559,Grupo_07,131
227066,Grupo_15,62
23593,Grupo_07,169
42953,Grupo_07,53
21731,Grupo_11,139
208174,Grupo_15,87
104157,Grupo_15,38
68020,Grupo_08,4
3359,Grupo_07,122
161014,Grupo_15,134
253176,Grupo_11,38
78889,Grupo_09,257
197285,Grupo_11,98
109587,Grupo_11,96
126279,Grupo_15,48
58466,Grupo_11,221
214289,Grupo_11,61
82474,Grupo_13,132
36427,Grupo_15,180
24631,Grupo_11,245
109608,Grupo_11,155
29814,Grupo_08,49
123914,Grupo_14,62
163857,Grupo_11,67
137375,Grupo_11,166
140120,Grupo_07,34
168902,Grupo_15,102
18775,Grupo_15,34
135144,Grupo_15,152
220470,Grupo_11,68
4659,Grupo_01,177
9546,Grupo_07,15
245908,Grupo_07,69
18863,Grupo_07,182
50219,Grupo_15,203
197159,Grupo_15,15
228210,Grupo_08,115
238053,Grupo_09,20
120559,Grupo_15,112
29746,Grupo_07,169
40516,Grupo_11,136
80129,Grupo_08,110
72308,Grupo_08,1
131074,Grupo_11,194
27219,Grupo_13,265
111370,Grupo_11,28
94253,Grupo_15,45
73714,Grupo_15,44
203175,Grupo_07,27
105291,Grupo_11,163
221874,Grupo_07,62
252419,Grupo_15,15
120214,Grupo_11,178
177574,Grupo_08,48
4259,Grupo_07,224
10458,Grupo_15,153
102346,Grupo_15,158
233916,Grupo_15,49
188476,Grupo_11,47
60932,Grupo_11,163
206750,Grupo_15,87
152693,Grupo_07,165
54429,Grupo_11,260
125275,Grupo_11,145
20791,Grupo_11,115
50001,Grupo_11,271
14757,Grupo_14,83
110738,Grupo_07,25
203744,Grupo_15,104
84774,Grupo_04,27
110808,Grupo_15,210
20259,Grupo_07,183
135133,Grupo_11,201
92653,Grupo_03,264
114623,Grupo_11,236
164001,Grupo_15,121
177291,Grupo_11,98
43627,Grupo_15,222
223,Grupo_15,255
85193,Grupo_15,20
139596,Grupo_07,125
71236,Grupo_09,124
100801,Grupo_15,56
118474,Grupo_11,206
224659,Grupo_11,76
145633,Grupo_15,166
197988,Grupo_14,55
211129,Grupo_15,66
123602,Grupo_14,166
51891,Grupo_11,194
17427,Grupo_11,72
169814,Grupo_15,133
11457,Grupo_09,58
115019,Grupo_15,19
8901,Grupo_04,131
189696,Grupo_11,71
240553,Grupo_15,54
96874,Grupo_15,18
33075,Grupo_07,180
208220,Grupo_15,29
91893,Grupo_04,270
29742,Grupo_11,71
155368,Grupo_11,157
53693,Grupo_07,58
129246,Grupo_15,23
27959,Grupo_14,199
117757,Grupo_11,101
84587,Grupo_11,103
30157,Grupo_09,99
97706,Grupo_11,117
25393,Grupo_11,155
157549,Grupo_11,32
17514,Grupo_15,153
114166,Grupo_15,38
38214,Grupo_11,173
199108,Grupo_15,98
52393,Grupo_07,157
179702,Grupo_15,102
113892,Grupo_15,170
231293,Grupo_11,95
60353,Grupo_11,73
56391,Grupo_15,189
125998,Grupo_15,170
131474,Grupo_15,139
48338,Grupo_11,240
196880,Grupo_11,103
175279,Grupo_11,108
62901,Grupo_11,117
98970,Grupo_07,24
191331,Grupo_15,109
5114,Grupo_07,39
70320,Grupo_09,1
155914,Grupo_11,115
168791,Grupo_13,134
37358,Grupo_11,136
65791,Grupo_07,5
99774,Grupo_11,13
200057,Grupo_11,108
221074,Grupo_15,49
87627,Grupo_07,5
236315,Grupo_13,69
44857,Grupo_15,132
172862,Grupo_15,120
150187,Grupo_15,2
132901,Grupo_07,87
206057,Grupo_11,58
69238,Grupo_15,173
30946,Grupo_11,172
55270,Grupo_15,191
221250,Grupo_15,41
219033,Grupo_15,47
248480,Grupo_11,23
180933,Grupo_15,39
119889,Grupo_15,115
169001,Grupo_15,46
173144,Grupo_15,43
168231,Grupo_15,157
185887,Grupo_15,118
214193,Grupo_07,89
90593,Grupo_14,270
226246,Grupo_15,22
152503,Grupo_15,74
146546,Grupo_11,84
229501,Grupo_11,4
224327,Grupo_15,70
22810,Grupo_15,182
255179,Grupo_11,186
38653,Grupo_15,25
66033,Grupo_11,188
160850,Grupo_15,117
182320,Grupo_15,121
166959,Grupo_15,132
185227,Grupo_15,96
154001,Grupo_15,92
25027,Grupo_07,121
218401,Grupo_11,58
51614,Grupo_07,235
109361,Grupo_15,56
34557,Grupo_11,261
179596,Grupo_15,65
51903,Grupo_15,204
111076,Grupo_07,171
172420,Grupo_15,145
141176,Grupo_11,92
40249,Grupo_11,260
35987,Grupo_11,270
65544,Grupo_15,77
174015,Grupo_15,134
213576,Grupo_15,28
53855,Grupo_15,58
65676,Grupo_09,145
220392,Grupo_15,68
246701,Grupo_15,49
223144,Grupo_07,77
176914,Grupo_15,133
83031,Grupo_11,1
25431,Grupo_11,239
150529,Grupo_11,128
146733,Grupo_14,130
122396,Grupo_15,155
23927,Grupo_13,287
36001,Grupo_07,20
167855,Grupo_15,94
63614,Grupo_11,31
161938,Grupo_15,109
205274,Grupo_09,22
140279,Grupo_08,66
61744,Grupo_09,211
233906,Grupo_15,28
44989,Grupo_15,130
33096,Grupo_09,56
76003,Grupo_14,202
254616,Grupo_15,210
153803,Grupo_15,109
146463,Grupo_11,116
74374,Grupo_14,197
28763,Grupo_14,266
74759,Grupo_11,45
199796,Grupo_11,83
14003,Grupo_07,49
123945,Grupo_11,203
101103,Grupo_11,157
229720,Grupo_12,36
136712,Grupo_07,87
128274,Grupo_11,195
62314,Grupo_11,266
167214,Grupo_04,132
167757,Grupo_15,58
51680,Grupo_15,138
6859,Grupo_07,306
245832,Grupo_11,71
58403,Grupo_11,286
189446,Grupo_11,120
12336,Grupo_09,295
209644,Grupo_11,53
216676,Grupo_07,77
132227,Grupo_11,80
123031,Grupo_11,115
32238,Grupo_11,310
227333,Grupo_15,61
114636,Grupo_15,124
761,Grupo_07,13
63527,Grupo_11,21
111401,Grupo_14,112
6161,Grupo_15,29
139091,Grupo_15,99
50320,Grupo_11,141
232346,Grupo_15,31
205472,Grupo_15,72
201272,Grupo_15,19
60727,Grupo_13,241
190991,Grupo_11,79
250089,Grupo_11,77
47142,Grupo_09,309
86114,Grupo_11,174
90988,Grupo_15,48
124157,Grupo_15,171
113687,Grupo_07,35
225072,Grupo_11,96
59972,Grupo_11,257
90276,Grupo_14,288
216393,Grupo_15,23
56263,Grupo_11,213
173201,Grupo_15,112
232731,Grupo_11,104
167642,Grupo_15,158
109398,Grupo_15,97
59833,Grupo_06,211
24150,Grupo_09,90
154901,Grupo_11,105
12787,Grupo_15,237
145363,Grupo_04,88
139575,Grupo_07,30
158776,Grupo_11,18
222655,Grupo_15,81
253914,Grupo_07,61
247825,Grupo_15,35
8114,Grupo_11,107
44457,Grupo_08,28
182827,Grupo_12,54
197606,Grupo_11,90
66987,Grupo_07,95
200649,Grupo_15,96
150787,Grupo_15,51
253314,Grupo_07,67
177561,Grupo_15,88
250487,Grupo_15,32
57814,Grupo_07,19
203991,Grupo_14,75
162568,Grupo_15,87
75093,Grupo_06,270
128159,Grupo_11,91
122193,Grupo_15,44
173838,Grupo_15,79
8716,Grupo_13,174
147950,Grupo_15,90
94793,Grupo_04,247
182520,Grupo_15,57
44398,Grupo_15,83
16746,Grupo_13,17
244420,Grupo_15,36
67050,Grupo_15,66
232016,Grupo_15,72
57103,Grupo_07,174
105903,Grupo_11,257
113759,Grupo_15,171
68163,Grupo_11,58
236955,Grupo_15,59
229061,Grupo_15,111
234812,Grupo_04,3
13503,Grupo_08,47
132293,Grupo_15,138
70333,Grupo_15,129
82259,Grupo_11,18
110312,Grupo_11,141
145620,Grupo_15,108
199629,Grupo_11,75
13785,Grupo_07,509
27333,Grupo_11,277
247955,Grupo_11,16
115591,Grupo_11,228
199136,Grupo_15,103
127231,Grupo_15,167
126768,Grupo_11,133
255914,Grupo_15,97
199574,Grupo_15,80
140687,Grupo_15,42
96844,Grupo_15,198
247944,Grupo_11,47
2119,Grupo_07,95
51044,Grupo_07,143
238996,Grupo_08,36
7063,Grupo_11,109
236863,Grupo_15,65
193520,Grupo_15,83
19716,Grupo_15,37
162250,Grupo_14,99
248316,Grupo_15,63
40763,Grupo_11,291
104780,Grupo_15,198
48329,Grupo_15,29
96520,Grupo_15,204
43544,Grupo_13,254
177901,Grupo_15,103
245791,Grupo_15,51
126892,Grupo_15,125
121727,Grupo_11,161
86519,Grupo_11,257
88119,Grupo_15,58
143880,Grupo_15,144
139412,Grupo_07,18
129691,Grupo_11,174
28361,Grupo_11,291
145587,Grupo_11,28
71891,Grupo_07,150
170132,Grupo_11,97
143903,Grupo_11,148
100780,Grupo_15,161
138293,Grupo_09,157
42316,Grupo_11,208
92403,Grupo_04,313
147376,Grupo_07,28
107540,Grupo_15,53
248620,Grupo_15,23
36146,Grupo_11,56
164962,Grupo_15,33
181563,Grupo_15,96
191393,Grupo_15,96
205780,Grupo_11,53
57558,Grupo_11,122
52058,Grupo_11,157
215361,Grupo_15,19
83331,Grupo_07,55
3679,Grupo_07,274
100806,Grupo_14,144
53729,Grupo_03,18
119689,Grupo_09,137
79150,Grupo_15,113
13683,Grupo_15,113
216191,Grupo_15,62
213512,Grupo_15,78
240303,Grupo_15,24
29915,Grupo_04,22
83546,Grupo_15,255
95815,Grupo_07,49
121220,Grupo_15,45
40091,Grupo_11,174
7370,Grupo_11,108
28080,Grupo_07,177
44176,Grupo_11,242
55312,Grupo_15,54
65920,Grupo_13,189
255488,Grupo_15,83
172457,Grupo_15,133
6431,Grupo_12,290
169398,Grupo_11,31
245089,Grupo_09,29
224436,Grupo_15,85
29466,Grupo_07,75
18416,Grupo_15,145
212016,Grupo_11,23
26316,Grupo_15,128
163236,Grupo_15,150
113770,Grupo_12,143
121036,Grupo_11,128
246361,Grupo_11,57
203887,Grupo_15,54
45645,Grupo_07,235
108175,Grupo_11,160
102575,Grupo_15,1
47027,Grupo_09,248
84891,Grupo_07,51
170314,Grupo_01,45
8262,Grupo_07,38
181932,Grupo_15,34
222532,Grupo_15,69
32027,Grupo_11,213
60501,Grupo_15,216
1827,Grupo_09,150
139679,Grupo_13,69
202244,Grupo_15,106
204044,Grupo_15,64
142188,Grupo_11,128
253963,Grupo_08,206
83403,Grupo_07,162
76816,Grupo_07,11
13888,Grupo_11,265
95150,Grupo_11,241
38123,Grupo_11,256
81201,Grupo_13,108
236191,Grupo_15,74
119333,Grupo_15,196
134192,Grupo_13,154
40875,Grupo_14,313
48389,Grupo_11,252
9562,Grupo_11,102
82046,Grupo_15,61
255716,Grupo_15,100
220738,Grupo_15,29
29672,Grupo_15,153
174774,Grupo_15,110
151783,Grupo_15,118
87653,Grupo_09,281
255140,Grupo_11,161
118046,Grupo_15,206
32993,Grupo_07,145
54479,Grupo_04,99
173829,Grupo_15,24
120250,Grupo_15,177
86989,Grupo_11,76
52432,Grupo_07,165
89401,Grupo_11,220
223723,Grupo_15,26
139991,Grupo_08,131
133457,Grupo_07,79
86644,Grupo_11,244
93714,Grupo_08,72
190644,Grupo_11,91
36827,Grupo_11,253
170732,Grupo_07,50
51116,Grupo_11,258
128996,Grupo_15,119
39527,Grupo_15,69
32287,Grupo_04,94
229557,Grupo_07,64
214531,Grupo_07,21
61931,Grupo_15,260
45742,Grupo_15,27
183950,Grupo_15,124
93129,Grupo_08,69
241429,Grupo_11,37
89689,Grupo_15,114
147883,Grupo_15,95
135193,Grupo_07,15
111450,Grupo_11,147
14225,Grupo_11,115
97338,Grupo_11,180
51444,Grupo_15,196
173806,Grupo_15,98
10427,Grupo_07,147
80927,Grupo_15,15
144562,Grupo_15,84
225201,Grupo_15,67
109259,Grupo_15,130
228893,Grupo_11,93
101176,Grupo_14,133
230058,Grupo_15,20
88976,Grupo_15,120
248833,Grupo_04,18
194357,Grupo_15,45
168450,Grupo_15,89
116423,Grupo_15,109
110631,Grupo_09,142
74591,Grupo_15,61
113285,Grupo_15,119
44574,Grupo_15,16
154231,Grupo_11,19
20301,Grupo_07,169
191685,Grupo_11,89
7461,Grupo_11,182
145662,Grupo_15,1
9346,Grupo_15,250
222932,Grupo_15,74
169220,Grupo_15,156
5759,Grupo_11,89
34115,Otros,171
165374,Grupo_15,136
72744,Grupo_15,189
29627,Grupo_04,187
200823,Grupo_15,88
28491,Grupo_07,141
140098,Grupo_11,146
28431,Grupo_11,262
5479,Grupo_09,21
102814,Grupo_11,114
50757,Grupo_06,120
51558,Grupo_13,224
227203,Grupo_15,97
55874,Grupo_14,314
7527,Grupo_07,90
17589,Grupo_11,157
129950,Grupo_15,71
154008,Grupo_11,45
43331,Grupo_11,17
14292,Grupo_15,190
124931,Grupo_14,163
14461,Grupo_11,77
188308,Grupo_15,88
120593,Grupo_11,163
121598,Grupo_15,139
57268,Grupo_07,93
158233,Grupo_11,174
206129,Grupo_15,82
29149,Grupo_11,175
179603,Grupo_11,95
145329,Grupo_15,70
99150,Grupo_15,147
240880,Grupo_07,28
56159,Grupo_11,22
62963,Grupo_11,136
128845,Grupo_07,16
50933,Grupo_11,148
119838,Grupo_15,177
95987,Grupo_07,47
142225,Grupo_07,113
59101,Grupo_11,51
110725,Grupo_08,152
1612,Grupo_15,260
23074,Grupo_07,142
26202,Grupo_15,15
224763,Grupo_15,112
21133,Grupo_11,65
230559,Grupo_15,25
241658,Grupo_11,45
91275,Grupo_15,85
173632,Grupo_11,57
188180,Grupo_11,91
101145,Grupo_07,42
249661,Grupo_11,53
37574,Grupo_08,145
17623,Grupo_11,189
110291,Grupo_07,164
165732,Grupo_15,159
90827,Grupo_15,152
195666,Grupo_07,60
130987,Grupo_11,79
225692,Grupo_11,55
113159,Grupo_11,242
39091,Grupo_08,231
195831,Grupo_15,79
65029,Grupo_13,107
149075,Grupo_08,113
47528,Grupo_15,284
63829,Grupo_11,146
73158,Grupo_11,264
62532,Grupo_15,101
246480,Grupo_15,46
148733,Grupo_11,102
115098,Grupo_08,28
13257,Grupo_11,56
21936,Grupo_11,151
113557,Grupo_15,227
77991,Grupo_15,54
255427,Grupo_13,214
39201,Grupo_13,263
99044,Grupo_11,308
235227,Grupo_11,67
54229,Grupo_13,189
209838,Grupo_15,70
31527,Grupo_07,118
7336,Grupo_11,130
29663,Grupo_11,20
86729,Grupo_08,208
75950,Grupo_08,6
114116,Grupo_11,208
1012,Grupo_07,36
166814,Grupo_08,26
94279,Grupo_13,216
114470,Grupo_12,54
48514,Grupo_07,35
246487,Grupo_11,40
95563,Grupo_04,43
38793,Grupo_11,64
170785,Grupo_15,68
3520,Grupo_12,105
45733,Grupo_15,79
229089,Grupo_15,73
103859,Grupo_13,179
118842,Grupo_15,180
102616,Grupo_15,181
193301,Grupo_13,21
115927,Grupo_11,150
13191,Grupo_14,302
92357,Grupo_08,317
37870,Grupo_15,48
223793,Grupo_07,22
16040,Grupo_07,187
21240,Grupo_11,236
170501,Grupo_15,95
196387,Grupo_07,118
21591,Grupo_15,172
26655,Grupo_11,125
13220,Grupo_09,209
193146,Grupo_15,64
90850,Grupo_14,189
127350,Grupo_07,133
56796,Grupo_07,23
34863,Grupo_01,55
149293,Grupo_15,145
184638,Grupo_15,137
215257,Grupo_15,87
129014,Grupo_15,194
111733,Grupo_11,129
241570,Grupo_07,36
248901,Grupo_15,42
121153,Grupo_11,83
97623,Grupo_15,16
101046,Grupo_15,147
40602,Grupo_11,195
87089,Grupo_11,171
106388,Grupo_11,147
56458,Grupo_13,141
165976,Grupo_15,19
4731,Grupo_11,32
44701,Grupo_07,207
212474,Grupo_11,107
130101,Grupo_04,158
203053,Grupo_15,78
227650,Grupo_07,69
93480,Grupo_11,176
182050,Grupo_11,28
47157,Grupo_07,43
27474,Grupo_11,25
80649,Grupo_13,238
212731,Grupo_07,81
199453,Grupo_07,4
127,Grupo_08,232
218383,Grupo_15,98
27287,Grupo_15,180
18757,Grupo_15,181
82449,Grupo_15,89
202789,Grupo_15,53
44461,Grupo_07,278
201191,Grupo_15,113
116644,Grupo_07,25
80374,Grupo_08,329
225427,Grupo_11,72
55961,Grupo_15,207
192757,Grupo_15,24
33701,Grupo_11,21
48044,Grupo_07,308
232196,Grupo_15,25
57414,Grupo_15,32
28836,Grupo_11,1
207991,Grupo_11,61
18685,Grupo_11,282
108274,Grupo_14,86
217642,Grupo_15,17
119759,Grupo_15,147
206576,Grupo_11,72
11789,Grupo_11,270
133780,Grupo_04,24
39020,Grupo_14,257
83663,Grupo_15,155
126720,Grupo_11,158
188362,Grupo_15,96
191416,Grupo_07,1
53703,Grupo_07,299
111689,Grupo_15,112
232406,Grupo_15,30
7510,Grupo_12,186
115991,Grupo_11,60
163601,Grupo_07,69
76263,Grupo_08,23
114214,Grupo_07,208
95887,Grupo_15,113
116501,Grupo_11,5
241079,Grupo_15,72
72050,Grupo_15,85
26261,Grupo_15,164
32987,Grupo_07,234
252276,Grupo_15,35
203333,Grupo_11,57
18663,Grupo_11,239
102266,Grupo_11,73
78489,Grupo_15,123
91093,Grupo_11,300
142850,Grupo_07,154
147329,Grupo_15,120
186440,Grupo_11,35
177180,Grupo_15,142
104250,Grupo_15,21
102520,Grupo_09,139
6480,Grupo_01,232
48116,Grupo_11,224
125789,Grupo_07,11
119908,Grupo_11,178
175557,Grupo_15,54
15798,Grupo_15,96
13808,Grupo_07,310
115380,Grupo_11,172
207320,Grupo_15,20
185989,Grupo_15,21
190550,Grupo_07,16
81850,Grupo_11,20
193593,Grupo_07,78
117812,Grupo_07,4
204389,Grupo_11,57
105875,Grupo_15,48
134929,Grupo_15,148
138963,Grupo_11,142
196329,Grupo_15,97
138703,Grupo_15,72
189950,Grupo_15,28
182555,Grupo_11,33
57020,Grupo_11,254
55087,Grupo_11,160
27687,Grupo_11,250
182012,Grupo_11,17
210108,Grupo_11,94
11531,Grupo_08,16
111014,Grupo_11,202
6132,Grupo_11,211
190587,Grupo_11,96
165391,Grupo_08,32
93787,Grupo_09,69
168674,Grupo_15,102
187631,Grupo_11,65
2127,Grupo_07,238
48106,Grupo_07,51
215719,Grupo_11,47
227344,Grupo_07,80
170179,Grupo_14,64
112779,Grupo_07,226
221920,Grupo_15,24
76072,Grupo_04,156
39693,Grupo_11,84
10159,Grupo_09,29
17176,Grupo_14,301
108720,Grupo_08,25
57080,Grupo_15,129
250102,Grupo_15,36
213428,Grupo_15,40
173757,Grupo_15,119
48636,Grupo_07,168
86163,Grupo_11,149
175289,Grupo_12,59
219475,Grupo_15,36
80914,Grupo_01,130
96957,Grupo_15,102
101257,Grupo_11,88
7474,Grupo_11,34
194288,Grupo_07,23
56115,Grupo_15,150
170544,Grupo_15,20
182961,Grupo_11,140
185627,Grupo_08,36
174957,Grupo_11,136
198512,Grupo_15,23
132042,Grupo_15,115
224444,Grupo_15,57
117432,Grupo_01,108
39516,Grupo_07,53
144829,Grupo_15,120
197229,Grupo_09,34
161628,Grupo_15,114
167161,Grupo_11,140
189275,Grupo_15,29
44015,Grupo_15,106
134101,Grupo_11,199
219731,Grupo_11,30
211350,Grupo_13,67
58793,Grupo_11,19
170938,Grupo_07,52
75985,Grupo_07,98
15587,Grupo_13,74
20398,Grupo_11,233
35116,Grupo_15,122
5250,Grupo_15,153
41959,Grupo_04,21
9879,Grupo_07,7
151861,Grupo_11,131
242514,Grupo_11,79
111557,Grupo_15,110
186463,Grupo_07,135
143893,Grupo_11,166
104370,Grupo_14,92
60344,Grupo_07,21
213589,Grupo_15,96
119727,Grupo_09,214
63993,Grupo_07,30
134716,Grupo_13,144
139016,Grupo_07,172
241393,Grupo_15,49
170614,Grupo_11,70
99974,Grupo_07,107
28655,Grupo_11,196
143572,Grupo_11,147
230770,Grupo_15,58
29191,Grupo_06,306
83079,Grupo_11,150
46750,Grupo_15,297
1110,Grupo_14,201
159814,Grupo_11,103
171188,Grupo_15,80
143327,Grupo_15,145
13457,Grupo_07,315
163579,Grupo_11,112
73501,Grupo_15,60
491,Grupo_15,161
108575,Grupo_11,89
71293,Grupo_11,312
165814,Grupo_07,118
141716,Grupo_14,119
206512,Grupo_15,83
238874,Grupo_07,45
180936,Grupo_07,139
256146,Grupo_15,189
66998,Grupo_15,270
223816,Grupo_15,31
157298,Grupo_15,163
46844,Grupo_11,184
88761,Grupo_15,34
56380,Grupo_11,141
41403,Grupo_11,229
103563,Grupo_11,224
207533,Grupo_15,29
239163,Grupo_08,44
140216,Grupo_15,42
72076,Grupo_15,67
236546,Grupo_15,45
118093,Grupo_07,190
194976,Grupo_15,80
78928,Grupo_15,132
209492,Grupo_15,32
45988,Grupo_15,19
64646,Grupo_07,68
57132,Grupo_15,178
146629,Grupo_15,167
93087,Grupo_04,1
50544,Grupo_11,276
198925,Grupo_11,62
9231,Grupo_11,162
155731,Grupo_15,104
2214,Grupo_07,78
109227,Grupo_01,176
204327,Grupo_11,107
243092,Grupo_15,23
167701,Grupo_15,107
4719,Grupo_08,81
169893,Grupo_11,101
26883,Grupo_15,269
31979,Grupo_07,99
210546,Grupo_15,90
150827,Grupo_15,68
85327,Grupo_11,243
105601,Grupo_15,204
110687,Grupo_15,185
3959,Grupo_15,141
114929,Grupo_11,106
231420,Grupo_15,77
135593,Grupo_15,44
86893,Grupo_15,144
172455,Grupo_15,33
138538,Grupo_15,112
234508,Grupo_15,32
245546,Grupo_15,22
97103,Grupo_01,233
115212,Grupo_13,149
110927,Grupo_15,85
140253,Grupo_11,156
86503,Grupo_15,72
76063,Grupo_07,92
12616,Grupo_11,297
109470,Grupo_11,120
69393,Grupo_07,196
231096,Grupo_15,56
141291,Grupo_08,19
123631,Grupo_11,144
63531,Grupo_08,280
40461,Grupo_14,77
25261,Grupo_11,270
86415,Grupo_11,366
74557,Grupo_11,21
139232,Grupo_15,80
180175,Grupo_15,117
172987,Grupo_15,145
136255,Grupo_15,126
103420,Grupo_13,132
193793,Grupo_07,57
120231,Grupo_11,213
200280,Grupo_14,66
111229,Grupo_11,230
142170,Grupo_07,57
168406,Grupo_11,114
155861,Grupo_15,113
165532,Grupo_08,74
104991,Grupo_06,42
72183,Grupo_07,182
155749,Grupo_11,59
63261,Grupo_04,159
242444,Grupo_11,95
9714,Grupo_08,35
209580,Grupo_15,102
190957,Grupo_15,44
19401,Grupo_15,83
102927,Grupo_15,194
126514,Grupo_15,195
188731,Grupo_11,97
245657,Grupo_15,64
73514,Grupo_09,192
173761,Grupo_15,37
68291,Grupo_07,309
214344,Grupo_15,67
231744,Grupo_11,46
238474,Grupo_08,16
56692,Grupo_15,146
244015,Grupo_09,91
187527,Grupo_15,37
202868,Grupo_07,55
244503,Grupo_15,66
19916,Grupo_07,30
241616,Grupo_15,31
24703,Grupo_11,264
47593,Grupo_07,73
51376,Grupo_07,158
188396,Grupo_15,63
136189,Grupo_15,44
232450,Grupo_15,57
138680,Grupo_15,50
190870,Grupo_11,52
89580,Grupo_14,284
116950,Grupo_14,171
75287,Grupo_15,38
49650,Grupo_11,289
46670,Grupo_11,239
215044,Grupo_11,60
225285,Grupo_15,32
141608,Grupo_15,173
192646,Grupo_07,58
168508,Grupo_15,22
99891,Grupo_07,61
173827,Grupo_15,105
243131,Grupo_07,37
168744,Grupo_11,104
46468,Grupo_11,179
242961,Grupo_15,86
101014,Grupo_14,190
205791,Grupo_11,98
226374,Grupo_15,68
1601,Grupo_11,81
71974,Grupo_04,114
26119,Grupo_11,272
40366,Grupo_11,191
58770,Grupo_11,88
233176,Grupo_11,47
123059,Grupo_11,55
211093,Grupo_15,40
148959,Grupo_15,120
66214,Grupo_07,167
19244,Grupo_06,190
194791,Grupo_11,58
158987,Grupo_14,96
68344,Grupo_15,69
228091,Grupo_15,54
191570,Grupo_11,99
156187,Grupo_15,40
116514,Grupo_11,173
137440,Grupo_14,72
27193,Grupo_07,161
32346,Grupo_11,309
118503,Grupo_15,112
72596,Grupo_15,137
5619,Grupo_15,268
58263,Grupo_11,109
111936,Grupo_13,117
115320,Grupo_14,163
42389,Grupo_15,26
57989,Grupo_07,255
87196,Grupo_11,208
9214,Grupo_11,126
95496,Grupo_07,192
230110,Grupo_07,23
155191,Grupo_15,98
220574,Grupo_15,49
164261,Grupo_07,47
73846,Grupo_15,129
48633,Grupo_15,43
197787,Grupo_15,83
158880,Grupo_07,89
103103,Grupo_04,185
173079,Grupo_15,124
4696,Grupo_04,173
39974,Grupo_15,191
147987,Grupo_11,70
171357,Grupo_15,146
75857,Grupo_14,27
13314,Grupo_11,238
49133,Grupo_15,63
101696,Grupo_08,1
211719,Grupo_15,27
41857,Grupo_15,133
45187,Grupo_14,217
202480,Grupo_08,55
251512,Grupo_15,19
41076,Grupo_11,206
49092,Grupo_15,57
16487,Grupo_14,279
114131,Grupo_15,92
97674,Grupo_07,105
5580,Grupo_04,154
170093,Grupo_15,55
162816,Grupo_15,93
127059,Grupo_15,160
51093,Grupo_07,206
33288,Grupo_09,16
87632,Grupo_08,85
188514,Grupo_15,18
231059,Grupo_15,25
139988,Grupo_04,158
62644,Grupo_15,29
159544,Grupo_15,146
128487,Grupo_15,90
30562,Grupo_11,268
93503,Grupo_07,69
28129,Grupo_07,32
76616,Grupo_04,124
199691,Grupo_15,72
33680,Grupo_08,135
113050,Grupo_11,155
204020,Grupo_15,72
56229,Grupo_15,187
165427,Grupo_11,81
142674,Grupo_11,163
184653,Grupo_15,139
48231,Grupo_15,167
249498,Grupo_15,55
64880,Grupo_11,41
95789,Grupo_04,201
114963,Grupo_11,181
144346,Grupo_11,137
131320,Grupo_11,112
134046,Grupo_11,198
50980,Grupo_08,234
53303,Grupo_09,72
51776,Grupo_15,23
247533,Grupo_15,37
201029,Grupo_03,34
34625,Grupo_11,55
169176,Grupo_11,144
173825,Grupo_11,97
185257,Grupo_15,48
87612,Grupo_11,39
51112,Grupo_15,56
137289,Grupo_15,194
184746,Grupo_15,102
78955,Grupo_15,192
135050,Grupo_15,174
89289,Grupo_08,19
248953,Grupo_11,49
94744,Grupo_15,228
94663,Grupo_11,24
21850,Grupo_11,89
61829,Grupo_14,268
252380,Grupo_15,74
47302,Grupo_11,198
78887,Grupo_13,214
69149,Grupo_11,253
63383,Grupo_11,276
36331,Grupo_07,62
199983,Grupo_11,84
178501,Grupo_11,141
145644,Grupo_11,104
161888,Grupo_15,76
